Gene name	Human gene name
Gm10142	KRTAP12-2
Gm10142	KRTAP12-1
Psme2	PSME2
Pla2g2f	PLA2G2F
Gm3233	KRTAP10-8
Gm3233	KRTAP10-10
Gm3233	KRTAP10-2
Gm3233	KRTAP10-6
Gm3233	KRTAP10-1
Gm3233	KRTAP10-9
Gm3233	KRTAP10-3
Gm3233	KRTAP10-11
Gm3233	KRTAP10-12
Gm3233	KRTAP10-5
Gm3233	KRTAP10-4
Gm3233	KRTAP10-7
2410131K14Rik	C12orf49
Gm10100	KRTAP12-3
Gm10100	KRTAP12-2
Gm10100	KRTAP12-1
Sobp	SOBP
Tmem55a	PIP4P2
Zbtb17	ZBTB17
Myo1g	MYO1G
Rdh13	RDH13
Fjx1	FJX1
Crhr1	LINC02210-CRHR1
Crhr1	CRHR1
Gm1673	C4orf48
Cst10	CST5
Cst10	CST2
Cst10	CST4
Cst10	CST1
Tmem37	TMEM37
Knl1	KNL1
Fam96b	FAM96B
Ube2b	UBE2B
Brinp1	BRINP1
Rho	RHO
Bdnf	BDNF
Gm9733	AL049634.2
Gm9733	SIRPG
Gm9733	SIRPB1
Gm9733	SIRPA
Anln	ANLN
Med13	MED13
Gpr179	GPR179
Dctn5	DCTN5
Fcgbp	FCGBP
Zc3h12a	ZC3H12A
Sirpb1a	AL049634.2
Sirpb1a	SIRPG
Sirpb1a	SIRPB1
Sirpb1a	SIRPA
Prom1	PROM1
Ntf3	NTF3
Phf11b	PHF11
Pla2g2d	PLA2G2D
Grik3	GRIK3
Diras1	DIRAS1
BC022687	CLBA1
Pax4	PAX4
Cbr4	CBR4
Necab1	NECAB1
Unk	UNK
Cpsf6	CPSF6
T	T
Mak	MAK
Spen	SPEN
Fam3b	FAM3B
Gfpt1	GFPT1
Nkain2	NKAIN2
Clps	CLPS
Paip2b	PAIP2B
Hist1h3i	HIST1H3J
Pla2g2a	PLA2G2A
Kif26b	KIF26B
Gm44579	OR10AD1
Nolc1	NOLC1
Olfr288	OR10AD1
Olfr1291-ps1	OR4F17
Olfr1291-ps1	OR4F4
Olfr1291-ps1	OR4F5
Med13l	MED13L
Igfn1	IGFN1
Coa3	COA3
Olfr287	OR10AD1
Zfp280d	ZNF280D
Emc6	EMC6
Apoc1	APOC1
Rsad1	RSAD1
Cntd1	CNTD1
Ctxn1	CTXN1
Ints2	INTS2
Pla2g5	PLA2G5
Pamr1	PAMR1
Gm21949	SCHIP1
Gm21949	IQCJ-SCHIP1
Fbxw21	FBXW12
Olfr1293-ps	OR4F17
Olfr1293-ps	OR4F4
Olfr1293-ps	OR4F5
Dbi	DBI
Schip1	SCHIP1
Schip1	IQCJ-SCHIP1
Kmt2a	KMT2A
Habp2	HABP2
Fsd2	FSD2
Osmr	OSMR
Tmem119	TMEM119
Ece2	ECE2
Atxn7l2	ATXN7L2
Tpsg1	TPSG1
Nck2	NCK2
Lin28a	LIN28A
Atp12a	ATP12A
Skil	SKIL
Sord	SORD
Ccdc181	CCDC181
Tax1bp3	TAX1BP3
Cacna1h	CACNA1H
Selplg	SELPLG
Chic1	CHIC1
Klhl34	KLHL34
Cyp11b2	CYP11B1
Cyp11b2	CYP11B2
Ubn2	UBN2
Adra2c	ADRA2C
Brsk2	BRSK2
Tpcn1	TPCN1
1600002K03Rik	C19orf24
Ifnb1	IFNB1
Spire1	SPIRE1
Cnksr2	CNKSR2
Zmynd8	ZMYND8
Clpb	CLPB
Ctns	CTNS
Zfp683	ZNF683
Spag8	SPAG8
Chad	CHAD
Ubl7	UBL7
Gm28308	HOXA2
Pdss2	PDSS2
Shq1	SHQ1
Hoxa2	HOXA2
Eif4enif1	EIF4ENIF1
Acsf2	ACSF2
Hoxa6	HOXA6
Mttp	MTTP
Socs7	SOCS7
Cldn14	CLDN14
Hoxa7	HOXA7
Lama5	LAMA5
Tmem237	TMEM237
Hoxa3	HOXA3
Coro1c	CORO1C
2210408I21Rik	KIAA0825
Syndig1	SYNDIG1
Rimklb	RIMKLB
Whamm	WHAMM
Prpf38a	PRPF38A
Rprd2	RPRD2
Havcr1	HAVCR1
Eps8l1	EPS8L1
Sppl2c	SPPL2C
Fam50a	FAM50A
Efna2	EFNA2
Hoxa5	HOXA5
Iqcj	IQCJ
C87436	C2orf42
Alox5	ALOX5
Srek1	SREK1
Ankrd31	ANKRD31
Atp2b1	ATP2B1
Nrxn2	NRXN2
Pms1	PMS1
1700102P08Rik	C3orf62
Hoxa4	HOXA4
Ifna15	IFNA6
Ifna15	IFNA14
Ifna15	IFNA21
Ifna15	IFNA8
Ifna15	IFNA10
Ifna15	IFNA5
Ifna15	IFNA7
Ifna15	IFNA2
Ifna15	IFNA4
Ifna15	IFNA16
Ifna15	IFNA17
Ifna15	IFNA13
Ifna15	IFNA1
Usp4	USP4
Ngdn	NGDN
Csf3r	CSF3R
Esrrg	ESRRG
Ifna9	IFNA6
Ifna9	IFNA14
Ifna9	IFNA21
Ifna9	IFNA8
Ifna9	IFNA10
Ifna9	IFNA5
Ifna9	IFNA7
Ifna9	IFNA2
Ifna9	IFNA4
Ifna9	IFNA16
Ifna9	IFNA17
Ifna9	IFNA13
Ifna9	IFNA1
Olfr1019	OR5AR1
Ckap2l	CKAP2L
Ifna14	IFNA6
Ifna14	IFNA14
Ifna14	IFNA21
Ifna14	IFNA8
Ifna14	IFNA10
Ifna14	IFNA5
Ifna14	IFNA7
Ifna14	IFNA2
Ifna14	IFNA4
Ifna14	IFNA16
Ifna14	IFNA17
Ifna14	IFNA13
Ifna14	IFNA1
Armc10	ARMC10
Vegfa	VEGFA
Slitrk1	SLITRK1
Nqo1	NQO1
Ccdc169	CCDC169
Lrrc19	LRRC19
Atad5	ATAD5
Cnga4	CNGA4
Olfr353	OR1N1
Cybrd1	CYBRD1
Zfp541	ZNF541
Kdm4a	KDM4A
Klhl12	KLHL12
Trmt10a	TRMT10A
Ryr1	RYR1
Ift74	IFT74
Carf	CARF
Slc39a3	SLC39A3
Gcsam	GCSAM
Sgip1	SGIP1
Crybg2	CRYBG2
Vsig10l	VSIG10L
Gm37797	MARCOL
Cdkl3	CDKL3
BC005561	THOC2
Olfr1020	OR5AP2
Ttpal	TTPAL
Hlcs	HLCS
Camk2n2	CAMK2N2
Hint2	HINT2
Als2	ALS2
Zfp759	ZNF737
Zfp759	ZNF729
Zfp759	ZNF681
Zfp759	ZNF138
Zfp759	ZNF493
Zfp759	ZNF98
Zfp759	ZNF90
Zfp759	ZNF195
Zfp759	ZNF714
Zfp759	ZNF708
Zfp759	ZNF727
Zfp759	ZNF486
Zfp759	ZNF66
Zfp759	ZNF273
Zfp759	ZNF679
Zfp759	ZNF506
Zfp759	ZNF117
Zfp759	ZNF626
Zfp759	ZNF253
Zfp759	ZNF716
Zfp759	ZNF93
Zfp759	ZNF479
Zfp759	ZNF257
Zfp759	ZNF676
Zfp759	ZNF726
Zfp759	ZNF718
Zfp759	ZNF728
Zfp759	ZNF85
Zfp759	AC115220.1
Zfp759	ZNF431
Zfp759	ZNF100
Zfp759	ZNF675
Zfp759	ZNF680
Zfp759	ZNF735
Zfp759	ZNF695
Zfp759	ZNF732
Zfp759	ZNF492
Zfp759	ZNF678
Zfp759	ZNF430
Zfp759	ZNF43
Zfp759	ZNF730
Zfp759	ZNF724
Zfp759	ZNF254
Zfp759	AC092329.3
Zfp759	ZNF736
Zfp759	ZNF92
Zfp759	ZNF141
Zfp759	ZNF682
Zfp638	ZNF638
Gm45233	ETFB
Atp9a	ATP9A
Usp15	USP15
Lsm8	LSM8
Lck	LCK
Ifna12	IFNA6
Ifna12	IFNA14
Ifna12	IFNA21
Ifna12	IFNA8
Ifna12	IFNA10
Ifna12	IFNA5
Ifna12	IFNA7
Ifna12	IFNA2
Ifna12	IFNA4
Ifna12	IFNA16
Ifna12	IFNA17
Ifna12	IFNA13
Ifna12	IFNA1
P2rx6	P2RX6
Ece2	ECE2
H1foo	H1FOO
Etfb	ETFB
Tnfrsf11b	TNFRSF11B
Cxxc4	CXXC4
Myot	MYOT
Erc1	ERC1
Hmx1	HMX1
Mx2	MX1
Mapt	MAPT
Lhfpl5	LHFPL5
Nme7	NME7
Gxylt2	GXYLT2
Rala	RALA
C87499	PRAMEF27
C87499	PRAMEF2
C87499	PRAMEF4
C87499	PRAMEF15
C87499	PRAMEF6
C87499	PRAMEF7
C87499	PRAMEF17
C87499	PRAMEF25
C87499	PRAMEF18
C87499	PRAMEF1
C87499	PRAMEF19
C87499	PRAMEF11
C87499	PRAMEF33
C87499	PRAMEF12
C87499	PRAMEF20
C87499	PRAME
C87499	PRAMEF13
C87499	PRAMEF10
C87499	PRAMEF14
C87499	PRAMEF8
C87499	PRAMEF5
C87499	PRAMEF9
C87499	PRAMEF26
Mob3a	MOB3A
Myo1f	MYO1F
Plscr2	PLSCR1
Plscr2	PLSCR2
Cd59b	CD59
Fbxo34	FBXO34
Pigs	PIGS
Apoe	APOE
Wdr12	WDR12
Usp6nl	USP6NL
Serinc3	SERINC3
Mybpc1	MYBPC1
Olfr354	OR1N2
Gm21637	SPIN2B
Gm21637	SPIN2A
Gnb1l	GNB1L
Slitrk6	SLITRK6
Hs6st3	HS6ST3
Arhgap24	ARHGAP24
Prpf19	PRPF19
Uck2	UCK2
Duox2	DUOX2
Idi1	IDI1
Efcab11	EFCAB11
Cckbr	CCKBR
Slc7a4	SLC7A4
Slc22a12	SLC22A12
Atp1b1	ATP1B1
Arhgap23	ARHGAP23
Gpx1	GPX1
Ift57	IFT57
Ccdc36	CCDC36
Orc1	ORC1
Blzf1	BLZF1
Cdca4	CDCA4
Capn6	CAPN6
Mpp4	MPP4
Ywhah	YWHAH
Tmprss7	TMPRSS7
Fez1	FEZ1
Gpr132	GPR132
Vdr	VDR
Myo10	MYO10
Rtl10	RTL10
Olfr355	OR1L8
Tiprl	TIPRL
Tgs1	TGS1
Hist1h2an	HIST1H2AB
Unc13b	UNC13B
Gm14698	STYX
Nfam1	NFAM1
Zfp120	ZNF124
Tctex1d1	TCTEX1D1
Ppp4r2	PPP4R2
Rabif	RABIF
Spata32	SPATA32
Rev3l	REV3L
Zufsp	ZUFSP
Wac	WAC
Cbx1	CBX1
Colec10	COLEC10
Diexf	DIEXF
Zfp951	ZNF124
Oxgr1	OXGR1
Rfx7	RFX7
Map2k4	MAP2K4
Stag1	STAG1
Nlrp6	NLRP6
Pkig	PKIG
Capns1	CAPNS1
Cpz	CPZ
Fkbp3	FKBP3
Gstm6	GSTM1
Gstm6	GSTM5
Auh	AUH
Ankrd7	ANKRD7
Phpt1	PHPT1
Zfhx2	ZFHX2
Ak2	AK2
Slitrk5	SLITRK5
Lyrm1	LYRM1
Prkaca	PRKACG
Ssh1	SSH1
Kcna5	KCNA5
Il21	IL21
Zfp937	ZNF124
Mamdc4	MAMDC4
Kcna1	KCNA1
Tma16	TMA16
Thtpa	THTPA
Ncapg	NCAPG
Ufc1	UFC1
Sgta	SGTA
Ccdc92	CCDC92
Ap1g2	AP1G2
Tfap2a	TFAP2A
Nkx6-3	NKX6-3
Trmt10b	TRMT10B
Dnajc11	DNAJC11
Psmb4	PSMB4
Olfr286	OR10AD1
Napa	NAPA
Hacd3	HACD3
Corin	CORIN
Kirrel	KIRREL1
Olfr357	OR1Q1
Kcna6	KCNA6
Plxnd1	PLXND1
Jag2	JAG2
Pou3f4	POU3F4
Dcun1d3	DCUN1D3
Prpf39	PRPF39
Lcorl	LCORL
Zfp664	ZNF664
Fam46c	FAM46C
Fbrs	FBRS
Mpv17l2	MPV17L2
Cd59a	CD59
Fbxw13	FBXW12
Cylc1	CYLC1
Pitpnc1	PITPNC1
Serpina5	SERPINA5
Rab3a	RAB3A
Dscaml1	DSCAML1
Scn2a	SCN2A
Mfap5	MFAP5
Srpk1	SRPK1
Dnah3	DNAH3
3425401B19Rik	C10orf71
Gpat4	GPAT4
Cdk7	CDK7
Slc5a1	SLC5A1
Olfr362	OR1B1
Camp	CAMP
Serpina3a	SERPINA3
Nat8l	NAT8L
Ankrd27	ANKRD27
Rere	RERE
Vmn1r67	VN1R4
B3gnt9	B3GNT9
Slk	SLK
Cpa4	CPA4
Rps6ka6	RPS6KA6
Atp2a3	ATP2A3
Arhgap31	ARHGAP31
D230025D16Rik	C16orf70
Abcg3	ABCG2
Kif5c	KIF5C
Krr1	KRR1
9530077C05Rik	KIAA0895
Slc15a2	SLC15A2
Klhl7	KLHL7
Il1a	IL1A
Gpr161	GPR161
Map3k14	MAP3K14
BC005624	C9orf78
Tas2r129	TAS2R14
Cercam	CERCAM
Tas2r131	TAS2R42
Erf	ERF
Ccdc125	CCDC125
Rp9	RP9
Rhoh	RHOH
Tas2r109	TAS2R14
Gm14124	ZNF700
Olfr547	OR52B4
Mcf2	MCF2
Mau2	MAU2
4930480E11Rik	FAM47B
4930480E11Rik	FAM47C
4930480E11Rik	FAM47A
1500015O10Rik	C2orf40
Bri3bp	BRI3BP
Myo1a	MYO1A
Grik2	GRIK2
Dgkh	DGKH
Aff2	AFF2
Mal2	MAL2
Ccdc114	CCDC114
Irx1	IRX1
Il1b	IL1B
Qrich1	QRICH1
Setd1b	SETD1B
Glipr1	GLIPR1
Ndufa9	AC005833.2
Ndufa9	NDUFA9
Pdzrn3	PDZRN3
Chrna9	CHRNA9
Cyp27b1	CYP27B1
Pgghg	PGGHG
9530053A07Rik	FCGBP
Ptpn2	PTPN2
Gkap1	GKAP1
Spns1	SPNS1
Sprn	SPRN
Sec24c	SEC24C
Ascc1	ASCC1
Galnt4	GALNT4
Galnt4	POC1B-GALNT4
Poc1b	POC1B
Mtg1	AL360181.3
Mtg1	MTG1
Plk1	PLK1
Dbf4	DBF4
Psmd12	PSMD12
Tas2r103	TAS2R14
Ston1	STON1
Ston1	STON1-GTF2A1L
Tbcel	TBCEL
Ush2a	USH2A
Tead4	TEAD4
Phf11d	PHF11
Pou5f2	POU5F2
Nudt6	NUDT6
Galnt17	GALNT17
Rps21	RPS21
Anapc16	ANAPC16
Timd4	TIMD4
Nipal4	NIPAL4
Fam172a	FAM172A
Rsl1	ZNF738
Rsl1	AC010615.4
Rsl1	ZNF670-ZNF695
Rsl1	ZNF720
Ubxn11	UBXN11
Unc5b	UNC5B
D11Wsu47e	C17orf80
Iqcd	IQCD
Palld	PALLD
Izumo4	IZUMO4
Rflna	RFLNA
Rita1	RITA1
Cables2	CABLES2
Fam167b	FAM167B
Saal1	SAAL1
Klhl1	KLHL1
Gin1	GIN1
Zfp442	ZNF700
Ssr3	SSR3
Cpm	CPM
Golgb1	GOLGB1
Mbnl2	MBNL2
Tas2r140	TAS2R14
Stac	STAC
Olfr1022	OR5M10
Olfr1022	OR5M1
Acp7	ACP7
Spata5	SPATA5
Ces1g	CES1
Pla2g2e	PLA2G2E
Ttll7	TTLL7
Srcin1	SRCIN1
Akap3	AKAP3
Usp36	USP36
Irx2	IRX2
Rnf17	RNF17
Dtnbp1	DTNBP1
Mdfi	MDFI
Nfe2l1	NFE2L1
Aacs	AACS
Nov	NOV
Zfp989	AC245748.1
Sdc4	SDC4
Ppip5k2	PPIP5K2
Gcm2	GCM2
Anxa3	ANXA3
Cpsf4l	CPSF4L
Btg3	BTG3
Ada	ADA
Robo2	ROBO2
Tacr3	TACR3
Cic	CIC
Helz	HELZ
Sohlh2	CCDC169-SOHLH2
Sohlh2	SOHLH2
Unc13d	UNC13D
Chchd1	CHCHD1
Dpp8	DPP8
Ggt1	GGTLC1
Ggt1	GGT2
Ggt1	GGT1
Ggt1	GGTLC2
Ggt1	GGTLC3
Otud3	OTUD3
Dcaf6	DCAF6
Plscr4	PLSCR4
Ripply3	RIPPLY3
Fut11	FUT11
Sh3bgrl3	SH3BGRL3
Smim10l1	SMIM10L1
Olfr211	OR13A1
Pcdh15	PCDH15
Lyn	LYN
Gpr119	GPR119
Cck	CCK
Parva	PARVA
Slc10a1	SLC10A1
Gm5741	GNG14
Spic	SPIC
Tnfrsf14	TNFRSF14
Tbc1d13	TBC1D13
Hist1h2ao	HIST1H2AE
Cavin3	CAVIN3
Gm43517	FOXG1
Loxhd1	LOXHD1
Dbndd2	DBNDD2
Hp1bp3	HP1BP3
Tdp1	TDP1
Fbl	FBL
Syt11	SYT11
Ifna13	IFNA6
Ifna13	IFNA14
Ifna13	IFNA21
Ifna13	IFNA8
Ifna13	IFNA10
Ifna13	IFNA5
Ifna13	IFNA7
Ifna13	IFNA2
Ifna13	IFNA4
Ifna13	IFNA16
Ifna13	IFNA17
Ifna13	IFNA13
Ifna13	IFNA1
Enox1	ENOX1
Hist1h4m	HIST1H4E
Unc119	UNC119
Insm1	INSM1
Gm9745	IDI2
Jag1	JAG1
Aicda	AICDA
Rbmx2	RBMX2
Lin7c	LIN7C
March9	MARCH9
3110009E18Rik	C2orf76
Frzb	FRZB
Olfr522	OR6Q1
Hist1h4n	HIST2H4B
Gp1ba	GP1BA
Sptan1	SPTAN1
Fgf2	FGF2
Prrg1	PRRG1
Pitx3	PITX3
A930018P22Rik	C11orf91
B3galt2	B3GALT2
Samd1	SAMD1
Thap3	THAP3
Psme3	PSME3
Elovl3	ELOVL3
Cdc73	CDC73
Trim21	TRIM21
Olfr364-ps1	OR1L6
Olfr364-ps1	OR1L4
Uxs1	UXS1
Bend3	BEND3
Ralgapa2	RALGAPA2
Slc25a11	SLC25A11
Selenbp1	SELENBP1
Hpd	HPD
Rnf5	RNF5
Topbp1	TOPBP1
Idi2	IDI2
Tac2	TAC3
Cdc25a	CDC25A
Bbs12	BBS12
Pcyt2	PCYT2
Smoc1	SMOC1
Gbp4	GBP6
Nxf2	NXF2
Nxf2	NXF5
Nxf2	NXF2B
EPPK1	EPPK1
Gm20458	SYS1-DBNDD2
Cc2d1b	CC2D1B
Wdr83	WDR83
D16Ertd472e	C21orf91
Nob1	NOB1
Gcnt4	GCNT4
Ifna16	IFNA6
Ifna16	IFNA14
Ifna16	IFNA21
Ifna16	IFNA8
Ifna16	IFNA10
Ifna16	IFNA5
Ifna16	IFNA7
Ifna16	IFNA2
Ifna16	IFNA4
Ifna16	IFNA16
Ifna16	IFNA17
Ifna16	IFNA13
Ifna16	IFNA1
Agap1	AGAP1
Arfgap1	ARFGAP1
Ly6e	LY6E
Kdm5b	KDM5B
Olfr1023	OR5M10
Olfr1023	OR5M1
Tiparp	TIPARP
Smpd1	SMPD1
1700067K01Rik	C19orf67
Homer2	HOMER2
Rnf167	RNF167
Timp2	TIMP2
Psmd9	AC069503.2
Psmd9	PSMD9
Mum1	MUM1
Gbp8	GBP6
Ifna2	IFNA6
Ifna2	IFNA14
Ifna2	IFNA21
Ifna2	IFNA8
Ifna2	IFNA10
Ifna2	IFNA5
Ifna2	IFNA7
Ifna2	IFNA2
Ifna2	IFNA4
Ifna2	IFNA16
Ifna2	IFNA17
Ifna2	IFNA13
Ifna2	IFNA1
Haus3	HAUS3
Rad9b	RAD9B
9230110C19Rik	C11orf70
Cep295nl	CEP295NL
Ifnab	IFNA6
Ifnab	IFNA14
Ifnab	IFNA21
Ifnab	IFNA8
Ifnab	IFNA10
Ifnab	IFNA5
Ifnab	IFNA7
Ifnab	IFNA2
Ifnab	IFNA4
Ifnab	IFNA16
Ifnab	IFNA17
Ifnab	IFNA13
Ifnab	IFNA1
Trp53tg5	TP53TG5
Dcp2	DCP2
Iqgap3	IQGAP3
Dao	DAO
Slc11a2	SLC11A2
Klhl9	KLHL9
Dhps	DHPS
Poln	POLN
Gls	GLS
Cyfip2	CYFIP2
Gpr182	GPR182
Rad51	RAD51
1700021F05Rik	C6orf203
Gbp9	GBP6
Zbtb39	ZBTB39
Cdk5rap2	CDK5RAP2
Rnf186	RNF186
Timm44	TIMM44
Tomm40	TOMM40
Gm5580	EIF4A3
Cpa5	CPA5
Rdh9	RDH16
Mettl27	METTL27
Hist1h2ap	HIST1H2AE
Sypl2	SYPL2
Tagln3	TAGLN3
Cdc42ep4	CDC42EP4
Pfn1	PFN1
Rbbp8nl	RBBP8NL
Rdh1	RDH16
Cfap73	CFAP73
Kansl3	KANSL3
Nrxn3	NRXN3
Pptc7	PPTC7
Rdh16f1	RDH16
Ddx54	DDX54
Eif3i	EIF3I
Dyrk1b	DYRK1B
Wdr83os	WDR83OS
Trmt44	TRMT44
Plp1	PLP1
Hes5	HES5
Sgcd	SGCD
Dyrk4	DYRK4
Cped1	CPED1
Hmcn1	HMCN1
Arl1	ARL1
Apobec1	APOBEC1
Nectin2	NECTIN2
Olfr365	OR1L6
Olfr365	OR1L4
Sirpb1b	AL049634.2
Sirpb1b	SIRPG
Sirpb1b	SIRPB1
Sirpb1b	SIRPA
Usp20	USP20
Serpina3b	SERPINA3
Iglon5	IGLON5
Glipr1l1	GLIPR1L1
Olfr1303	OR4F21
Olfr1303	OR4F29
Olfr1303	OR4F16
Olfr1303	OR4F3
Rmdn3	RMDN3
Abhd10	ABHD10
Atg14	ATG14
Tbx3	TBX3
Cd47	CD47
Lrrc59	LRRC59
Slc45a1	SLC45A1
Glipr1l2	GLIPR1L2
Plxna3	PLXNA3
Cep126	CEP126
Ptn	PTN
Snx1	SNX1
Man1a2	MAN1A2
Osgepl1	OSGEPL1
Olfr368	OR5C1
Dscr3	DSCR3
Inha	INHA
Antxr1	ANTXR1
Cenpe	CENPE
Cntn3	CNTN3
Auts2	AUTS2
Mdm2	MDM2
Eme1	EME1
Nr2e3	NR2E3
Gdf11	GDF11
2210011C24Rik	MISP3
Clcf1	CLCF1
H2afy	H2AFY
Gm4756	DHRS7
Fblim1	FBLIM1
Cdh20	CDH20
Nfatc2ip	NFATC2IP
Ttc3	TTC3
Golt1b	GOLT1B
Fbxw20	FBXW12
Gata5	GATA5
Smyd3	SMYD3
Sycp2l	SYCP2L
Pcnx4	PCNX4
Tmco4	TMCO4
Mrpl27	MRPL27
Slc1a2	SLC1A2
Rnf19b	RNF19B
Perm1	PERM1
B4galt4	B4GALT4
Napepld	NAPEPLD
Nras	NRAS
Spx	SPX
Aoc2	AOC2
Mrps15	MRPS15
Stk11ip	STK11IP
Asnsd1	ASNSD1
Pdhx	PDHX
Fndc9	FNDC9
Slfn5	SLFN5
Ick	ICK
Tek	TEK
Pde10a	PDE10A
Pknox2	PKNOX2
1810011H11Rik	C10orf128
Errfi1	ERRFI1
Cd63	CD63
Slc26a3	SLC26A3
Pdcl	PDCL
1700031M16Rik	C12orf54
Usp30	USP30
Fmc1	FMC1
Unc45b	UNC45B
Serpina3c	SERPINA3
Yae1d1	YAE1D1
Cd24a	CD24
Agpat1	AGPAT1
Plekhm1	PLEKHM1
Slc44a4	SLC44A4
Kif27	KIF27
Fam19a2	FAM19A2
Plod2	PLOD2
Fam170b	FAM170B
Spon2	SPON2
Lgr4	LGR4
D430041D05Rik	KIAA1549L
Copz2	COPZ2
Gm28551	ASNSD1
Gm28778	ORMDL1
Fam169a	FAM169A
Tmem8b	TMEM8B
Ak4	AK4
Trip10	TRIP10
Rras	RRAS
Svop	SVOP
Slco4a1	SLCO4A1
Zfp414	ZNF414
Arhgap27	ARHGAP27
1700017N19Rik	C12orf50
Hcls1	HCLS1
Mrps36	MRPS36
Tmem9	TMEM9
Lgals3bp	LGALS3BP
Pcbd1	PCBD1
Plekhn1	KLHL17
Glipr1l3	GLIPR1L1
Gm6169	PLP2
Nudt14	NUDT14
Cst7	CST7
Hexb	HEXB
Chodl	CHODL
Tmem64	TMEM64
Gins4	GINS4
Ppt2	PPT2-EGFL8
Ppt2	PPT2
Alkbh2	ALKBH2
Tmco1	TMCO1
Foxp4	FOXP4
Fam96a	FAM96A
Sdk2	SDK2
Pram1	PRAM1
Slc26a8	SLC26A8
Spin2g	SPIN2B
Spin2g	SPIN2A
Sema7a	SEMA7A
Kptn	KPTN
Aoc3	AOC3
Arl2bp	ARL2BP
Sulf2	SULF2
Irx4	IRX4
Zkscan6	ZNF18
Aldoart1	ALDOA
Fam221b	FAM221B
Erbin	ERBIN
Ap3d1	AP3D1
Nipa1	NIPA1
Nsa2	NSA2
Scn7a	SCN7A
Atp1b3	ATP1B3
Bub1b	BUB1B
Rdh16	RDH16
Steap3	STEAP3
Slamf7	SLAMF7
Mpc2	MPC2
Palm3	PALM3
Rad51ap1	RAD51AP1
Lsm5	LSM5
Gfm2	GFM2
Pld6	PLD6
Surf4	SURF4
Cep85	CEP85
Luc7l2	C7orf55-LUC7L2
Pank4	PANK4
Nupl2	NUPL2
Il27ra	IL27RA
Zp1	ZP1
Cldn4	CLDN4
Dclk1	DCLK1
Snd1	SND1
Cd19	CD19
Gtpbp4	GTPBP4
Maged2	MAGED2
Cldn3	CLDN3
Rwdd1	RWDD1
Maf1	MAF1
Surf2	SURF2
Nfil3	NFIL3
Ino80d	INO80D
Tmcc1	TMCC1
Rap2a	RAP2A
Pard3	PARD3
Golga7	GOLGA7
Elovl2	ELOVL2
Cpa1	CPA1
Mafg	MAFG
Nutm2	NUTM2A
Nutm2	NUTM2B
Nutm2	NUTM2G
Nutm2	NUTM2E
Nutm2	NUTM2F
Nutm2	NUTM2D
Zfp422	ZNF22
AC165366.1	AL353572.3
Ncor2	NCOR2
Prr12	PRR12
Surf1	SURF1
Klhl33	KLHL33
Rfx5	RFX5
Gdf3	GDF3
Cd163l1	SCART1
Dppa3	DPPA3
Sirt7	SIRT7
Kansl1	KANSL1
Wisp2	WISP2
Dgki	DGKI
Lurap1	LURAP1
Slc35a3	SLC35A3
Ces1h	CES1
Olfr1189	OR4C6
Ctbp1	CTBP1
Mcc	MCC
Acox3	ACOX3
Pomgnt1	POMGNT1
Dapk2	DAPK2
Phf11c	PHF11
Kcnk15	KCNK15
Ncoa3	NCOA3
Rims4	RIMS4
Afap1	AFAP1
Lrrc4	LRRC4
Cant1	CANT1
Flcn	AC055811.2
Flcn	FLCN
Psma5	PSMA5
Vstm4	VSTM4
Nanog	NANOGP8
Nanog	NANOG
Ywhab	YWHAB
Olfr1191-ps1	OR4S2
Polr2i	POLR2I
Tlr3	TLR3
Mapk10	MAPK10
Rab9b	RAB9B
Htr6	HTR6
Dach1	DACH1
Tfb2m	TFB2M
Dcaf10	DCAF10
Utp20	UTP20
8430408G22Rik	C10orf10
Serpina3g	SERPINA3
Gm43191	AC118553.2
Rassf4	RASSF4
Il12a	IL12A
Fmnl2	FMNL2
Ndufs1	NDUFS1
Tbcb	TBCB
Nedd4	NEDD4
Shpk	AC027796.3
Shpk	SHPK
Serpina3f	SERPINA3
Sall4	SALL4
Rapgef5	RAPGEF5
Tbx5	TBX5
Etv6	ETV6
Sgpl1	SGPL1
Selenoh	SELENOH
Gys2	GYS2
Lst1	LST1
Slc25a40	SLC25A40
Exosc3	EXOSC3
Fam47c	FAM47B
Fam47c	FAM47C
Fam47c	FAM47A
Ror2	ROR2
Caps2	CAPS2
Ltb	LTB
Ccdc85a	CCDC85A
Aldh18a1	ALDH18A1
Med19	MED19
Dusp6	DUSP6
Sfrp1	SFRP1
Plce1	PLCE1
Gm28635	CTNND1
Rdh19	RDH16
Abhd11	ABHD11
Ankrd13d	ANKRD13D
Setdb2	SETDB2
Cyp11a1	CYP11A1
Zdhhc5	ZDHHC5
Gmeb1	GMEB1
Wdr66	WDR66
Kif17	KIF17
Zmat4	ZMAT4
Nbl1	NBL1
Nbl1	MINOS1-NBL1
C1qtnf1	C1QTNF1
Olfr1309	OR4F15
Pik3r2	PIK3R2
Pik3r2	AC007192.1
Minos1	MINOS1
Mrps18a	MRPS18A
Cacng1	CACNG1
Olfr552	OR52K2
Olfr552	OR52K1
Mos	MOS
Cd48	CD48
Rdh16f2	RDH16
Apip	APIP
Ces5a	CES5A
Aldh9a1	ALDH9A1
Rnf152	RNF152
Rasal1	RASAL1
Rdh7	RDH16
Sh2d5	SH2D5
Rad52	RAD52
Sirpb1c	AL049634.2
Sirpb1c	SIRPG
Sirpb1c	SIRPB1
